genes	hypoxia-01	hypoxia-02	hypoxia-03	hypoxia-04	normoxia-01	normoxia-02	normoxia-03	normoxia-04
CDCA7L	2.167209	1.45761	1.5676338	2.348982134614	3.287474	1.496222	1.196401	1.134951
CDCA8	2.43578	1.44706	2.46594	1.992943	1.615749	0.743132	0.949513	0.96300827
CDCP1	74.135	67.6025	72.8832	57.2438	54.18945	36.58422	40.68182	35.12409
CDCP2	0	0.0183782	0	0	0.0200576	0	0	0
CDH1	202.859696	212.346094	180.133187	213.452439	225.310154	234.923317	258.427965	238.477213
CDH10	0.633945	2.784729	0.20183	1.47265	0.892288	1.3259	0.391266	0.659216
CDH11	0.0343914	0.065971	0.00548582	0.011831	0.03608603	0.01772475	0.0484153	0.0173084
CDH12	0.318007	0.464634	0.675485	0.624192	0.5947841	0.322255	0.825901	0.746359
CDH13	0.4541326	0.7429718369885	0.492418	0.355240631	1.636728	0.41620242	1.1344205	1.2169201
CDH15	0.0246199	0.0120587	0	0.0307659	0.0394413	0	0	0
CDH16	0	0.053733	0.0203447	0	0	0.1776351	0.2095055	0
CDH17	1.0357246	0.689315	0.778687	0.8171475	1.2621631	0.848794	1.500132	1.26475665607
CDH18	0.1423956	0.1346485	0.142874	0.1131685	0.4516747	0.5822752	0.5236202	0.6993825
CDH19	0.3217096	0.1570719	0.0646151	0.1596127	0.5379978	0.1306846	0.306674	0.0628164
CDH2	3.5691686	1.837476	2.0337888	3.228452	5.0498892	2.3115586	2.1089904	3.50844000807203
CDH20	0.16072	0.1332162	0.1238721	0.0496797	0.0721595	0.0145369	0.061983	0.0304425
CDH22	0	0	0.029355	0	0.00937854	0	0.0110132	0
CDH23	0.8296941	1.09703200153888	1.31380120037761	1.0651109	0.4116769	0.68896652165138	1.087139451	0.716676926
CDH24	3.89429	4.43164	6.56921	5.68096	2.016124	1.9360256107088	2.087834	1.470161
CDH26	3.7767144	0.872881	1.64836	3.702898	2.574444	2.3752224	2.1615493	8.914292
CDH3	149.022627	87.574656	99.9851	68.29847	183.91836	46.297432	66.5532200040187	48.441021
CDH4	1.838645	1.562578	1.75099	2.30696	0.581798	1.7481	1.44187	2.31786
CDH5	0.0691887	0.1069308	0.052475	0.028685	0.132189	0.5015495	0.631245	0.451170000093884
CDH6	3.743257	3.278467	3.99865	0.785896	9.80479	2.13937	2.98179	2.3924
CDH7	0.078066	0.2098101	0.1306888	0.1442558	0.04515159	0.1529924	0.0792665	0.1046052
CDH8	0.3954488	0.3912638	0.4645004059	0.301073808	1.539658	0.3670471	0.48257335	0.607319
CDH9	0.2797	0.645878	0.434708	1.10187	1.250656	0.642065	0.743782	0.602355
CDHR1	1.790039	0.5810757	0.581297	0.49808400135351	1.1050608	0.3077533	0.4695139	0.75906
CDHR2	0.3518949	0.705171	0.184825	0.187813	0.272503	0.141247	0.508615	0.3344406
CDHR3	0.929264	0.6299193	0.231087	0.604157	0.9406473	0.722689	0.102458	0.401695
CDHR4	0.157677	0.184476	0.25116239806	0.3715754	0.210025	0.15855	0.0663636	0.0693102
CDHR5	4.455698	2.2483862	8.978007	3.6473727	1.2762851	0.5437093	2.11122267923671	0.7824605
CDIN1	8.8537175	6.9831399	9.0881377	11.044484	8.76546200052539	9.866774	11.283074	11.5343941
CDIP1	21.380397	24.919209400637	18.887752	26.896672	20.9452166	22.623551	18.550375	16.99822
CDIPT	63.739661	64.140389	63.173765	73.411351	61.7817318	70.970424	72.879859	69.641844
CDK1	0.99182750902383	0.7777225	0.9152362	1.3117088	2.634246	1.8447215	1.158518	1.09449
CDK10	44.211039	43.85593	68.5338088	56.62911	39.813764	54.102724	72.85205	54.856687
CDK11A	24.7818970630237	33.4432284983	42.39386221	34.9713812485	23.4265501	24.6265055	31.8872797	29.437176
CDK11B	30.003436	33.67265	37.723043	38.641987	30.778618	31.444742	34.8156535	31.69039
CDK12	19.119483	19.122555	23.691377	22.46761	18.882722	17.04979	20.564385	20.402883
CDK13	29.4523218948	26.0295089	30.533724	31.986121	29.36527604	29.835979	28.5156971	28.765205
CDK14	12.761303	14.477509	15.866105	14.968128	14.287927	20.3709550002888	26.680924190433	24.7617150034159
CDK15	0.0282429	0.0231379	0	0.0119232	0.0302016	0.0224567	0.0119286	0.0217407
CDK16	104.865924	105.962485	98.380766	102.279315	85.41536	76.79596	76.744315	72.755115
CDK17	24.171629	18.962142	24.3495	21.484185	19.97966	14.18583	20.328009	18.00838
CDK18	26.31231	17.73135	24.53737	26.60798	21.72411	16.27829	15.977233	17.559479
CDK19	9.882206	6.87382008	9.577097	7.626928	12.141208	10.88500411873	11.83518	14.561373
CDK2	19.554768	16.74216	24.874063	17.58572	19.129122	20.187257	26.37422	19.30815
CDK20	3.999114	7.782733	8.755738	8.753304	3.938438	4.933244	6.515827	4.715755
CDK2AP1	88.068365	90.458152	86.444987	81.116795	85.724103	89.294042	78.224138	73.013716
CDK2AP2	53.410387	49.084595	73.11545	50.75884	59.0851	82.30837	137.05039	80.510918
CDK3	9.22315	8.90343	10.06141	10.64777	9.19727	10.84252	16.23091	12.36857
CDK4	37.937768	47.480359	45.21748	48.68399	40.791447	46.568906	52.576033	49.562202
CDK5	31.398869	29.93298	27.01853	26.197639	29.97618	26.268843	27.500515	25.12693
CDK5R1	2.98562	2.52908	1.51482	1.13729	1.90497	0.835133	0.597269	0.656746
CDK5R2	0.548268	0.367238	0.0962965	0.0540404	0.492945	0.0508704	0.0722895	0.0662377
CDK5RAP1	17.195019	20.35241	19.797711	20.500328	14.202376	16.4638	17.486474	16.61902
CDK5RAP2	13.15320497	13.231546	14.7857917	15.2032685650696	12.54766207	13.18697778	14.2490283253	13.2128054002808
CDK5RAP3	119.561942	150.041405	244.343763	204.031757	88.027933	120.573056	176.021022	108.171988
CDK6	11.85643	9.44875	12.06697	9.444475	15.35168	7.01503	9.54816	7.20492
CDK7	55.485936	54.245339	62.754221	43.966809	52.079596	36.242065	38.004441	33.744927
CDK8	19.721757	20.190556	19.842823	18.814849	20.040165	15.318547	15.758292	15.030565
CDK9	35.91295	35.58805	36.68634	37.37332	38.41879	35.81676	37.90518	38.91883
CDKAL1	6.976165	6.64818	8.37851	7.57655	5.869815	4.977118	5.827046	6.044766
CDKL1	1.891629	1.839044	8.711685	4.34185	7.82384	9.870776	9.32285	7.671082
CDKL2	0.299606	0.1907544	0.548962	0.35881253	0.512194	0.2828787	0.1541028	0.2711698
CDKL3	7.028097	6.1703987	7.0933549	5.764208	5.0238647	4.253752	4.599963	3.887397
CDKL4	0.184168	0.1253663	0.4116691	0.1577312	0.2150444	0.1609054	0.153814	0.255465
CDKL5	6.8330979	6.072241	7.630037	7.927158	7.52096045863904	6.3113248	7.01763	8.8957364102
CDKN1A	1524.88943	1685.91005	1303.6672	1526.84155	883.929	426.90297	289.21617	246.63021
CDKN1B	55.88282	51.6126	69.83646	60.16798	34.11265	37.4793	47.65675	49.31039
CDKN1C	41.1347	24.06039	40.35141	29.856949	58.50566	51.337	80.871713	49.715607
CDKN2A	54.7426	37.811087	29.132917	37.501766	81.166852	19.730461	28.396765	32.812636
CDKN2AIP	13.601232	16.111834	25.445869	21.390398	12.337114	17.674701	29.21161	18.673871
CDKN2AIPNL	12.994925	11.38793	14.35681	18.76564	13.45064	15.40643	17.594988	19.997501
CDKN2B	72.5791	81.9778	97.7219	109.3962	74.0041	76.5914	94.8468	98.6266
CDKN2C	2.062228	2.150215	3.423904	3.652845	1.7223468	2.477802	1.58208	2.646465
CDKN2D	19.20474	20.36184	21.12193	17.30046	10.82017	12.23587	8.21068	9.10857
CDKN3	1.632571	1.775097	1.6277372	2.51986	0.614538	1.916146	1.16151	0.598634
CDNF	1.688514	1.4077593	2.153731	2.31135	2.29455	0.932247	2.348618	1.312004
CDO1	4.75355	0.756814	0.138569	0.217662	13.0153	0.586604	0.21864	0.200323
CDON	1.2836411	1.7265283842	2.0402123	1.11926221023179	1.599123	0.8734455	1.1146921	0.6546366
CDPF1	6.084047	6.85894	8.05104	7.309855	4.5282489	6.943269	7.511149	6.730781
CDR2	44.358638	42.412424	51.110748	49.946846	39.234932	32.352928	31.60899	38.485984
CDR2L	26.8134	18.5862	18.9534	21.2761	20.3493	23.6721	30.4038	22.3525
CDRT15	0.2692204	1.15264	1.65083	0.746863	0.094847	0.848059	1.427367	2.320462
CDRT15L2	0	0	0	0.0523371	0	0	0	0.241292
CDRT4	6.97176	1.45776	3.4819	4.31757	5.8294	1.87705	4.45905	3.32872
CDS1	43.30208	56.712292	52.574	55.7475	29.875757	48.836719	35.764399	36.199936
CDS2	13.18419	13.42461	12.107903	14.0759	15.04689	19.55677	20.34551	16.78278
CDSN	0.644521	0.274365	0.155884	0.262444	0.433853	0.181154	0.175526	0.0964993
CDT1	0.688188	0.875457	1.04234	1.09009	1.483646	0.632214	0.547587	0.553182
CDV3	116.050015	128.564731	132.949667	116.795477	118.1918875	120.554183	112.1844328	106.311963
CDX1	0	0	0.0237887	0	0.205856	0	0	0
CDX2	0	0	0	0	0	0	0	0
CDX4	0	0	0	0	0	0	0	0
CDY1	0	0	0	0	0	0	0	0
CDY1B	0	0	0	0	0	0	0	0
CDY2A	0	0	0	0	0	0	0	0
CDY2B	0	0	0	0	0	0	0	0
CDYL	23.36813	28.989566	34.9556	34.89061	27.303485	29.3204	26.177793	26.71009
CDYL2	6.13699	5.97388	4.04551	4.11374	5.06812	5.9096512	4.00506	5.33292
CEACAM1	65.059378	70.358568	38.61171	35.02061	102.02547	81.49728	92.50373	84.262879
CEACAM16	0	0	0	0	0	0	0	0
CEACAM18	0	0	0	0	0	0	0	0
CEACAM19	12.01028	10.916796	11.417177	9.506326	14.566622	13.65352	15.142289	7.627643
CEACAM20	0.0257334	0	0	0.0329301	0.0548595	0	0	0.019927
CEACAM21	0	0	0	0	0	0	0	0
CEACAM3	0.0440262	0.0691717	0.104686	0.029392	0.176391	0.0276918	0.0884783	0.0270259
CEACAM4	0	0.0358046	0	0	0	0	0	0
CEACAM5	29.89591150966	20.212265	66.012087	12.338263	28.117898	12.686819	14.622773	4.08046
CEACAM6	57.974553	79.271524	70.65929	27.576221	138.304171	394.209801	279.784802	198.665044
CEACAM7	1.708732	0.223475	1.220442	0.0189985	18.61068	0.622233	2.897069	0.543399
CEACAM8	0.58802	0.15633	0.108163	0.325905	0.315896	0.0938668	0.294076	0.3214359
CEBPA	0.988605	1.4789	3.11667	2.77794	1.34884	1.87221	1.96108	2.58504
CEBPB	63.6651	41.2252	49.4855	59.5479	55.1109	38.6118	41.4923	39.3355
CEBPD	44.2707	39.5597	48.9906	51.9428	41.3957	31.3522	43.3142	37.291
CEBPE	0	0	0	0	0	0	0	0
CEBPG	29.96579	35.022977	44.71303	47.24205	22.47184	27.623875	21.38719	20.652413
CEBPZ	23.275953	28.746	39.26425	33.8414	23.455	27.3304	30.8409	28.6353
CEBPZOS	59.863595	65.66245	61.36577	62.62966	51.93636	56.740016	51.9991	48.01197
CECR2	0.288283200046816	0.1612621	0.3333655	0.2981868	0.2195655	0.15272641162	0.1707439273	0.29436468241
CEL	3.18897	3.65621	4.47504	4.94674	7.21411	7.04832	3.6512	6.56907
CELA1	0	0	0	0	0	0	0	0
CELA2A	0.465751	0.243062	0.342413	0.61616	0	0.192285	0.215501	0.0584993
CELA2B	2.59792	1.15681	3.161871	4.604647	2.703043	1.482269	1.934618	3.180346
CELA3A	0	0	0	0	0	0	0	0
CELA3B	0	0	0	0	0	0	0	0
CELF1	27.4521554	25.96995148508	31.0540460002968	28.5928987	28.1909057	37.872236	34.293282	34.603586
CELF2	2.431896051504	1.14840353519	0.542908025225	2.1823255416	2.63998262803	0.5222222	0.2410064	0.77750047271
CELF3	0.790067	0.705438	0.791886	0.975376	0.4159	0.368426	0.384134	0.372449
CELF4	0.469891	0.450218	0.21787	0.708494	0.816797	0.885158	0.692215	0.5464712
CELF5	0.2361766	0.2922607	0.260861	0.146135	0.1898536	0.1115466	0.127082	0.0679516
CELF6	0.27106158	0.3332049	0.4240556	0.456062	0.2303979	1.0980246	1.4929821	1.216074
CELSR1	50.029635	26.1909873	22.328437	23.032145	54.1510392	22.577531	18.467133	25.56261
CELSR2	12.8818	9.19056	9.44085	7.80793	18.0551	15.3471	21.789	17.9521
CELSR3	1.01946	0.636652	0.539355	0.598787	0.849637	0.402616	0.248834	0.331096
CEMIP	2.70518180759	0.930577	1.98106	1.482786076194	0.9088583	4.295323	2.41723516224	2.471395
CEMIP2	33.132558	40.143969	29.224024	36.19994	35.551716	43.584176	40.973237	43.528174
CEMP1	0	0	0	0.0470015	0	0	0	0
CENATAC	6.789119	9.96247	14.882031	11.99649	8.016397	19.43845	18.86168	13.55378
CEND1	0.315237	0.355017	0.161216	0.331626	0.129265	0.113732	0.272526	0.083232
CENPA	0.4429062	0.396781	0.105109	0.216479	0.30982	0.613062	0	0.144789
CENPB	30.0379	26.735	22.3735	24.3701	37.2262	40.6127	52.2619	46.4619
CENPC	8.3538879	8.4404428	14.42837	11.335175	9.931582	9.71381	13.263068	12.90758
CENPE	1.266887	1.088046	1.029546	1.150271	1.060365	0.783699	0.818627	1.017419
CENPF	0.419944	0.183001	0.35648325	0.368396	0.611184	0.290218	0.178605	0.2764118184
CENPH	5.132068	4.139340943	5.39735	6.805853	5.98258	2.671882	3.820579	2.558676
CENPI	3.442935	3.2427061	4.207165	2.045504	2.7680312	2.454025	2.424852	3.5215326
CENPJ	2.6144659	2.3045738	7.165611	3.003165	2.5550636	1.647373	2.104934	2.802993
CENPK	5.775247	4.3652893	7.758112	5.335771	4.424472	2.74128	4.4334022	6.8107271
CENPL	2.243616	2.4530822	2.513834	2.10704	2.22711	1.528486	1.969221	1.709016
CENPM	1.738577	1.777422	2.9528880610016	3.9118	1.627662	0.809455	1.6199634	1.172445
CENPN	4.8882996	5.7439020243071	7.0495947	5.213263	6.012539	5.805782	5.556242	6.570982
CENPO	2.251792	1.825698	2.130709	2.445742	3.3876127	2.6680811	2.38961	3.45685000028211
CENPP	0.6635259	0.725759	0.7594943	0.530535	0.7584345	0.5923657	0.5352354	0.4856273
CENPQ	9.57137	8.14779	11.857	9.56192	6.32143	4.17222	7.26972	5.00189
CENPS	13.03803	18.63957	15.896506	17.88163	20.078202	27.38599	26.55111	26.15615
CENPS-CORT	1.3543678	0.427497	0.795423	0.5145221	0.5552716	1.55055	1.0163696	0.3374495
CENPT	14.717731	16.640343	21.058072	22.615343	15.37631739	21.297377	29.584001	22.175932
CENPU	2.89856	4.29932	5.96625	3.97208	4.048519	3.584827	3.97635	4.26015
CENPV	5.70831	5.4576	8.18738	6.98164	7.88822	5.840334	7.50011	10.914273
CENPVL1	0	0	0	0	0	0	0	0
CENPVL2	0	0	0	0	0	0	0	0
CENPVL3	0	0	0	0	0	0.0466022	0	0
CENPW	4.803238	4.148016	4.45559	3.36542	6.956246	2.56947	2.46752	3.67312
CENPX	60.6409	82.84743	56.76762	70.8086	68.06365	102.94433	68.6482	71.98066
CEP104	16.475373	18.1042093542	21.81763153279	22.04960131963	18.125752	16.216815	16.819518	16.2981914
CEP112	6.650124	5.3220011	5.2212929	7.3767923	7.8219507	3.8761823	5.4069703	5.0127033
CEP120	8.25050645934	8.63380653612	13.613029094	11.43180273902	8.367491436	8.0517473442417	12.819491159496	11.0085010003413
CEP126	2.2121179	3.23784688	2.4925174	3.385683	2.439278	2.2145899	2.895553	2.096433
CEP128	1.9614268	1.372886	2.533589	2.402113	2.0503022	0.8410628	1.721078	0.8998946
CEP131	5.7879844344685	5.752832	9.7011990252224	9.252738	7.062942	8.962976	10.236134	9.26131492915
CEP135	2.214361	1.825253	2.477184	2.397139	2.344392	2.612034	3.13768	3.109809
CEP152	6.43769	4.96273639155	7.152	6.34839	4.514709	5.2312416	4.58175	4.530286
CEP162	2.952617	2.346126168399	2.756316	3.84002	3.765691	3.937298	4.550346	4.754611
CEP164	12.007586	12.241426	11.346418	15.206863	13.273595	13.7944172	13.8644218	12.451314
CEP170	15.5535610691403	12.038807	10.6068891	9.1772711	18.907418	7.997483	8.5343732	7.835486
CEP170B	22.7311	24.1132	20.26139	25.0638	27.8834	28.8047	31.8538	30.8549
CEP19	1.17525	1.3491	1.02274	1.36741	1.35241	1.31901	1.0887732	1.02111
CEP192	10.292012	12.640030485	15.281583	12.536284	10.726423	12.010206	15.465878	14.746953
CEP20	27.494106	29.11589	38.970543	30.641493	22.576491	22.310823	24.230524	21.707533
CEP250	15.554736	15.560068	12.549261	13.730088	13.910305	12.82936788	11.331275	10.773681
CEP290	11.75460629	11.0465899	11.338676506123	11.7941224	9.617204897517	6.7726534393095	10.5222895	8.632344644979
CEP295	8.485021	9.074895	9.855968	10.531424	9.314181	11.141166	12.29617	12.541204
CEP295NL	1.651745	1.379519	1.00692	0.556337	0.827538	0.955084	0.6724485	1.073623
CEP350	10.22310343	10.89915853	13.299844153	12.450562323	10.066898231	11.1934980372308	12.18515476	12.844165269237
CEP41	12.755437	8.935413	8.112021	9.671393	10.789593	10.1666263	10.0458161	9.48500608585102
CEP43	10.290548	13.29860876	16.4044313007897	15.642342	11.7275147960532	12.4262228	14.43148789	13.6935117606426
CEP44	13.8188179	14.777285	25.952698	18.427566	13.151618	10.125289	11.975008	10.922029
CEP55	0.174174	0.131203	0.232375	0.251022	0.472128	0.33075	0.151088	0.307645
CEP57	24.2464600046164	26.65134614277	34.925463	32.6395250141691	24.9477540743805	26.052040912	30.486551	29.0969310043752
CEP57L1	19.8355091	17.8807002	17.3751281	16.9975930195187	13.929409435527	13.522344556434	14.3933181	12.4949216
CEP63	29.09729644668	25.4324167006652	25.7619008118639	24.4571810922871	19.4677961044245	20.3052785566227	18.916267859	18.72305463361
CEP68	4.34010305554466	3.967831653718	5.0503671	5.3012845	5.13860700008611	6.33507187127	8.3644468413111	7.71065318496
CEP70	24.520259	36.824592	35.252109	36.070277	23.690332	44.355881	40.176747	31.135075
CEP72	1.31546	1.39224	1.73493	1.7181	1.4533	1.24015	1.5132	1.96569
CEP76	7.3988022	9.2769208	8.778614	9.627816	8.06419	7.226916	6.98960798	6.330174
CEP78	3.52223701	3.20935685	6.3014786	6.17988900777058	4.1257013	3.82515523138	4.5858442523659	4.33430788676784
CEP83	3.049012	3.817448	4.11015	3.693391	3.171977	2.935263532272	3.931003	3.627647
CEP85	4.574316	4.78772	5.8031108	5.965356	4.14002900804022	4.52517	5.133804	4.55448
CEP85L	2.56267457066	2.79175	4.080687	3.621263664	2.330724	1.2324701913	2.3545518	1.5762346
CEP89	11.641453	11.31031	12.445699	12.001251	14.338036	12.796252	11.486801	11.796197
CEP95	27.592361	33.820247	36.778259	29.22269	21.305195	27.152906	30.530116	27.645248
CEP97	3.80190700695424	3.86977581889727	3.8914139	3.4210916143133	4.7886496559317	4.52419360291751	4.15789417363494	4.76017388048639
CEPT1	51.221303	64.217849	74.919936	63.068562	44.475136	52.110951	54.366340001084	47.641159
CER1	0	0	0	0	0	0	0	0
CERCAM	111.324983	164.91797	88.4753	188.609992	74.889474	105.662009	67.671313	93.578066
CERK	21.8503	24.3445	21.6665	25.3214	24.7253	30.4652	27.8523	28.9238
CERKL	0.556538	0.74487	0.68602425	0.568499	0.360976	0.57010600821651	0.951943	0.710277
CERS1	2.1969597	1.091426	0.3086621	0.3274205	1.80357	0.384556791	0.1643165	0.1444391004
CERS2	88.25201	89.415872	89.286042	94.94051	94.676196	125.561186	99.602091	111.726136
CERS3	0.3074675	0.3472656	0.1685692	0.4409394	0.1517741	0.2388559	0.1903302	0.256121
CERS4	8.109169	4.35378	10.043432	12.240136	15.794908	6.775385	12.328983	17.933751
CERS5	32.078207	29.6040917	31.570499	32.324727	27.422033	28.425178	32.785144	29.992885
CERS6	30.76146	26.24655	29.71938	23.7378	28.57392	23.873353	30.93788	28.58675
CERT1	37.8468	31.2765822	33.491155	38.078345	35.0069358	33.031807	35.9062862992	39.0646905
CES1	0.3150493	0	0.205772	0.21493	0.714255	0.870906	0.2172115	0
CES2	42.580756	46.06548	36.623914	28.818478	31.617484	41.178557	46.049182	27.340601
CES3	1.64491753	1.08290800231741	1.631165	1.01526	2.37570686	1.834812491	1.856506	1.6555553
CES4A	2.111299	1.9947847	2.373275	1.6940953	3.663266	5.621513	8.958095	6.8154
CES5A	0	0	0	0	0	0	0	0
CETN1	0	0	0	0	0	0	0	0
CETN2	52.8606	55.1332	49.8839	55.857	40.4689	43.7241	41.796	42.3246
CETN3	51.78797	51.79248	56.40461	44.28862	48.3329	36.45198	46.34599	40.00959
CETP	0	0	0	0	0.0272745	0	0.0319384	0.0292626
CFAP100	0.208774	0.0547451	0.193301	0.388417	0.0199155	0.175312	0.529313	0.4045398
CFAP107	0.332785	0.636371	0.421405	0.328813	0.393698	0.565965	0.646991	0.616168
CFAP119	1.576957	2.47272	2.235999	4.415142	3.079469644896	4.736474	6.9409443	5.9311738
CFAP126	28.1361	25.364	33.0579	29.1971	26.9042	26.9521	31.0239	23.7178
CFAP141	0.170321	0	0.0921446	0.413091	0	0	0.104343	0.477852
CFAP144	11.319854	9.86943	12.962851	15.44995	5.450057	1.967436	5.237338	3.357435
CFAP157	4.1163951	1.1873774	0.3713582	2.6731599	2.91136	2.307395	3.670477	2.232919
CFAP161	0	0	0	0	0	0	0.14091	0.644292
CFAP20	36.75766	42.15256	39.527	36.6952	29.97868	26.7992	26.1897	22.9994
CFAP206	0.0956965	0.5115554	0.267689	0	0.6598959	0.406668	1.047206	0.765327
CFAP20DC	2.4947306	2.5705984	1.7008809	1.290272	1.474945	0.9761569	0.7943481	0.6441584761351
CFAP210	0.204707	0.200239	0.303298	0.1415694	0.163858	0.260472	0.448353	0.215187
CFAP221	1.946594	1.5389708	1.6035443	1.25547	2.792128	1.3573055	1.247387	1.7819509
CFAP251	2.493995	3.60888	1.927528	2.214629	3.13148	1.921023	1.484251	1.746092
CFAP276	0	0	0	0.281741	0.569143	0	0	0.298509
CFAP298	39.828701	46.502087	44.973577	46.702429	32.159805	38.639702	43.410502	36.315679
CFAP298-TCP10L	23.875196	24.6930977	28.9649592	35.0545014	24.2520933	24.969271	20.3363623	25.7214929
CFAP299	0.0761365	0.0107622	0.1247345	0.013006	0.2010439	0.102471	0.0954622	0.0136609
CFAP300	5.862691	5.666528	3.494343	9.51533	4.582617	4.089607	5.352531	2.867786
CFAP36	54.15577	62.110104	58.02482	69.198014	45.94901	42.1206	42.40298	40.81111
CFAP410	18.40421	19.40525	15.98162	28.08539	16.43549	14.35422	18.76768	21.3085
CFAP418	0.68747	0.918053	1.2304	1.24449	1.2372	1.04551	1.52956	1.28008
CFAP43	0.9626585	0.538015	0.7958322	1.070722	1.1604452	0.7795941	1.3070568	0.934897
CFAP44	3.382649	4.7892862	4.3317996	4.105904	5.389655	11.52667	11.581791	9.1430101
CFAP45	0.614509	0.632856	0.659196	0.816243	0.4588630019463	0.565223	0.589004	0.821244
CFAP46	0.4764390216891	0.5784846938921	0.88975530502	0.862579173723	0.545119200151	0.5742107336301	0.64817201364	0.911470153328
CFAP47	0.10067998	0.01954156	0.06382722	0.012467859	0.08597077	0.0297052	0.1494232	0.0150743
CFAP52	0.4563132	0.151904	0.998887	0.530622	0.602873	0.614885	0.547964	0.549454
CFAP53	4.62799	4.52188	6.88529	8.44981	1.92595	1.63173	1.53069	1.66397
CFAP54	1.492717	1.240948	1.495474	1.4961948	1.5723608	1.381184	2.14554032	2.1290968
CFAP57	0.4604261	0.2574297	0.7454265	1.199012	0.4859393	0.4532727	0.5794575	0.694916
CFAP58	0.598258	0.408344	0.67057	0.641251	0.410847	0.694989	0.254548	0.282348
CFAP61	0.8768446	0.582648	1.305009	1.0288141	1.0718753	0.701014	0.743511	0.407733
CFAP65	0.1553368	0.126288	0.1348393	0.201281	0.2002594	0.1481304	0.0681038	0.092534
CFAP68	23.973711	20.2532413	43.732977	35.84343	18.628459	26.133254	37.638337	33.771993
CFAP69	3.143584	1.809274	2.091454	1.819141	3.84382900053796	3.6711604	4.461471	3.8769171
CFAP70	3.1109574	2.294061	4.716443	4.3901065	3.392849	4.433622	9.628074	5.317274
CFAP73	0.132503	0.0517966	0.119377	0.422426	0.141375	0.737155	0.718048	0.667404
CFAP74	2.5737875	2.57167051	3.6235978	2.4985566	2.2185791	0.7610221	2.2419626	4.6847048
CFAP77	0.0222	0.043363	0.0492378	0	0.0236756	0.0520862	0.0832195	0.0762489
CFAP90	0.0440841	0	0.0891112	0	0.234325	0.257253	0.0547109	0.150364
CFAP91	1.30061	0.510578	3.031484	0.834817	2.070329	0.4124481	3.096304	0.445977
CFAP92	1.3410811	1.3324443	1.607411	1.5765526	1.0406484	1.1564782	1.7869	1.253344
CFAP95	0.0710434	0.439688	0.164204	0	0	0	0	0.280855
CFAP97	11.24394	14.21209	15.33628	15.8294079782	12.86638	13.726742	14.78543	11.13292
CFAP97D1	0.260411	0.393978	0.524804	0.506938	0.404734	0.342685	0.476479	0.229171
CFAP97D2	0	0	0	0	0	0	0	0
CFAP99	0.3607753	0.0619142	0.0527573	0.2123741	0.03377	0.0371682	0	0
CFB	77.948916	42.625959	40.449157	11.135493	716.08924	191.149355	188.10856	324.980762
CFC1	0	0	0	0	0	0	0	0
CFC1B	0	0	0	0	0	0	0	0
CFD	0.832601	0.7314321	2.292802	0.905533	2.11379	1.742485	2.695195	2.743054
